"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status","predecessor_requirement_id","atomicity_review","modality_resolution"
"REQ-064.01","REQ-064","Part 4","CONTINUOUS IMPROVEMENT","L1979; L1985","Regularly review: || Analytics","9161b6aaf2beca4e8bf7e689c812d0bc77e37ee4dc811f45ce08f533f21fd2c4","The continuous-improvement process regularly reviews analytics.","MUST","Process","V1","CD","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-064.01 identifies the responsible reviewer, evidence reviewed, and outcome proving “The continuous-improvement process regularly reviews analytics”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-064.02","REQ-064","Part 4","CONTINUOUS IMPROVEMENT","L1979; L1987","Regularly review: || Performance metrics","161778a4b37687578f9a083fd2582147302f96e2e46dc3cd40d234da8604f125","The continuous-improvement process regularly reviews performance metrics.","MUST","Process","V1","CD","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-064.02 identifies the responsible reviewer, evidence reviewed, and outcome proving “The continuous-improvement process regularly reviews performance metrics”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-064.03","REQ-064","Part 4","CONTINUOUS IMPROVEMENT","L1979; L1989","Regularly review: || Security findings","7cb679134676f6757143d15a6fa55947d0b1fd4d49a45e70fef8727b1a0fdb68","The continuous-improvement process regularly reviews security findings.","MUST","Process","V1","CD","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-064.03 identifies the responsible reviewer, evidence reviewed, and outcome proving “The continuous-improvement process regularly reviews security findings”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-064.04","REQ-064","Part 4","CONTINUOUS IMPROVEMENT","L1979; L1983","Regularly review: || Support requests","c878bd4bdd250c541f9e26fff608468f8bcf9b67132d3002f5ba46b100c70c11","The continuous-improvement process regularly reviews support requests.","MUST","Process","V1","CD","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-064.04 identifies the responsible reviewer, evidence reviewed, and outcome proving “The continuous-improvement process regularly reviews support requests”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-064.05","REQ-064","Part 4","CONTINUOUS IMPROVEMENT","L1979; L1981","Regularly review: || User feedback","0de6e93d4896a43beccb28ba56b50da3d237c43b7746572e9555807aa081ddf5","The continuous-improvement process regularly reviews user feedback.","MUST","Process","V1","CD","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-064.05 identifies the responsible reviewer, evidence reviewed, and outcome proving “The continuous-improvement process regularly reviews user feedback”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-064.06","REQ-064","Part 4","CONTINUOUS IMPROVEMENT","L1991","Use these insights to prioritize future improvements.","6f95a28d36cf4d349c64ebbce462a45558e41642cd0e5145b87a5f681c813d8e","Review insights are used to prioritize future improvements.","SHOULD","Process","V1","REC","DevOps/Operations","None directly identified","PASS when a dated audit record linked to REQ-064.06 identifies the responsible reviewer, evidence reviewed, and outcome proving “Review insights are used to prioritize future improvements”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-045.11","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-065.01","REQ-065","Part 4","FINAL DIRECTIVE TO THE AI","L1995–L1999","FINAL DIRECTIVE TO THE AI / Do not optimize for writing code quickly. / Optimize for building a platform that could realistically grow into a high-quality, maintainable, and trustworthy rewards platform over many years.","7176a181c7016295d7f023a356b13f7182e6d54f6ebf364bc7cdb894bae04683","Delivery prioritizes long-term platform maintainability over coding speed.","MUST","Process","Pre-implementation deliverable","CD","Shared governance","None directly identified","PASS when a dated audit record linked to REQ-065.01 identifies the responsible reviewer, evidence reviewed, and outcome proving “Delivery prioritizes long-term platform maintainability over coding speed”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-046.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-065.02","REQ-065","Part 4","FINAL DIRECTIVE TO THE AI","L1995–L1999","FINAL DIRECTIVE TO THE AI / Do not optimize for writing code quickly. / Optimize for building a platform that could realistically grow into a high-quality, maintainable, and trustworthy rewards platform over many years.","7176a181c7016295d7f023a356b13f7182e6d54f6ebf364bc7cdb894bae04683","Delivery prioritizes long-term platform quality over coding speed.","MUST","Process","Pre-implementation deliverable","CD","Shared governance","None directly identified","PASS when a dated audit record linked to REQ-065.02 identifies the responsible reviewer, evidence reviewed, and outcome proving “Delivery prioritizes long-term platform quality over coding speed”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-046.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-065.03","REQ-065","Part 4","FINAL DIRECTIVE TO THE AI","L1995–L1999","FINAL DIRECTIVE TO THE AI / Do not optimize for writing code quickly. / Optimize for building a platform that could realistically grow into a high-quality, maintainable, and trustworthy rewards platform over many years.","7176a181c7016295d7f023a356b13f7182e6d54f6ebf364bc7cdb894bae04683","Delivery prioritizes long-term platform trustworthiness over coding speed.","MUST","Process","Pre-implementation deliverable","CD","Shared governance","None directly identified","PASS when a dated audit record linked to REQ-065.03 identifies the responsible reviewer, evidence reviewed, and outcome proving “Delivery prioritizes long-term platform trustworthiness over coding speed”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-046.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-065.04","REQ-065","Part 4","FINAL DIRECTIVE TO THE AI","L2001","If you identify a substantially better solution than the initial assumptions, explain the reasoning, outline the trade-offs, and recommend the improved approach before implementation.","b9c7669c6299e2142ee29870ae9f5563a0cef33a42411664577859134f7da22f","When a substantially better solution exists, its reasoning is explained before implementation.","MUST","Process","Pre-implementation deliverable","CD","Shared governance","None directly identified","PASS when a dated audit record linked to REQ-065.04 identifies the responsible reviewer, evidence reviewed, and outcome proving “When a substantially better solution exists, its reasoning is explained before implementation”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-046.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-065.05","REQ-065","Part 4","FINAL DIRECTIVE TO THE AI","L2001","If you identify a substantially better solution than the initial assumptions, explain the reasoning, outline the trade-offs, and recommend the improved approach before implementation.","b9c7669c6299e2142ee29870ae9f5563a0cef33a42411664577859134f7da22f","When a substantially better solution exists, its trade-offs are outlined before implementation.","MUST","Process","Pre-implementation deliverable","CD","Shared governance","None directly identified","PASS when a dated audit record linked to REQ-065.05 identifies the responsible reviewer, evidence reviewed, and outcome proving “When a substantially better solution exists, its trade-offs are outlined before implementation”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-06; EP-P0-11; EP-P0-12; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-046.02","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
