"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status"
"REQ-050.09","REQ-050","Part 5","Wallet Data Domain","L2187","All financial changes should be traceable through transactions rather than by directly editing balances.","dca5d16c12f67d92558f0ad744f2f927d0ad79c39c546bc596d6d8676ea179a0","Financial changes are traceable through transactions instead of direct balance edits.","SHOULD","Business Rule","V1","CBR","Database/Backend","None stated by the Constitution","An acceptance test confirms this statement: “Financial changes are traceable through transactions instead of direct balance edits.”","Business/Product/Technical Blueprint (identifier pending ODR-001)","Passing business-rule test using controlled fixtures and expected outcomes.","Pending independent review","Not started"
"REQ-051.01","REQ-051","Part 5","Survey Data Domain","L2191–L2193","Survey Domain / Design the schema to support multiple providers through a common abstraction.","5b0e8578d4028aa861f12a48abb124ab0c056e6d62dba33978842ebf6f0064ee","The survey schema supports multiple providers through a common abstraction.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The survey schema supports multiple providers through a common abstraction.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-051.02","REQ-051","Part 5","Survey Data Domain","L2195; L2197","Track information such as: || Survey availability","a231636fb1b091c9920f77e26b8643b4c277c6fa0cf1b67cb9ee4585322748bb","The survey data model tracks survey availability.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The survey data model tracks survey availability.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-051.03","REQ-051","Part 5","Survey Data Domain","L2195; L2199","Track information such as: || User participation","c587ce5f6305c25a49b548211f12145e1237fc03bf0606c357f792fafff458cd","The survey data model tracks user participation.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The survey data model tracks user participation.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-051.04","REQ-051","Part 5","Survey Data Domain","L2195; L2201","Track information such as: || Status","d0bc1418c33c2542ceda88d37cd62a3173986da49b53a8355d94809dc5b8d6f7","The survey data model tracks status.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The survey data model tracks status.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-051.05","REQ-051","Part 5","Survey Data Domain","L2195; L2203","Track information such as: || Reward","1b97274e40d52c296bb34b68f489c13ea8135e564e4707fb1b8af30c24934987","The survey data model tracks reward.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The survey data model tracks reward.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-051.06","REQ-051","Part 5","Survey Data Domain","L2195; L2205","Track information such as: || Completion timestamps","af6901a478230fb56d1ea8d377a0654b73b357c7862754207a0720b567b4ec6c","The survey data model tracks completion timestamps.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The survey data model tracks completion timestamps.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-051.07","REQ-051","Part 5","Survey Data Domain","L2195; L2207","Track information such as: || Validation status","0b972c2869493420f0c8dcc226297a220e384b9f3ce22444367ffbe68a368163","The survey data model tracks validation status.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The survey data model tracks validation status.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-051.08","REQ-051","Part 5","Survey Data Domain","L2209","The exact implementation should respect provider requirements.","8640a72d6451699d31c450526fc33fada44237845c1249fe92be8b5bdc496f0b","The survey-schema implementation respects provider requirements.","SHOULD","Compliance","V1","REC","Database/Backend","EFE-001","An acceptance test confirms this statement: “The survey-schema implementation respects provider requirements.”","Security, Fraud & Compliance deliverable (identifier pending ODR-001)","Control mapping, authoritative evidence, and review record.","Pending independent review","Not started"
"REQ-052.01","REQ-052","Part 5","Withdrawal Data Domain","L2215; L2217","Track: || Requests","79011cd34136f339014a3d3923ef586b7d9fc68a65f40cad95bb9ec81ee32481","The withdrawal data model tracks requests.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The withdrawal data model tracks requests.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-052.02","REQ-052","Part 5","Withdrawal Data Domain","L2215; L2219","Track: || Status","dbd8cb6c5cb6b4d3ef17f0da077522caede170c4e326f2bb539afd46bf8007a4","The withdrawal data model tracks status.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The withdrawal data model tracks status.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-052.03","REQ-052","Part 5","Withdrawal Data Domain","L2215; L2221","Track: || Amount","fd984ab2824de747d42357ad658c68ba5da590a46dfbed2ad606a1ad16fee260","The withdrawal data model tracks amount.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The withdrawal data model tracks amount.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
"REQ-052.04","REQ-052","Part 5","Withdrawal Data Domain","L2215; L2223","Track: || Points","73a15b281dadd13c2f3f8ede1cbb7d4f4baabdef1470f811bbec881db99cc592","The withdrawal data model tracks points.","MUST","Data","V1","CD","Database/Backend","None stated by the Constitution","Schema, constraint, and data-level tests confirm this statement: “The withdrawal data model tracks points.”","Database Architecture & Data Model deliverable (identifier pending ODR-001)","Schema/migration evidence plus automated integrity tests.","Pending independent review","Not started"
